species_a	species_b	fm_type	fm_C	fm_benefit_a	fm_benefit_b	fm_xfeed	smetana_MIP	smetana_MRO	sec
akk_GCF_000020225.1	MGYG000001458	mutualism	0.0479	0.195319	0.195321	9	9	0.6086956521739131	2.7
akk_GCF_018847135.1	MGYG000002379	competition	0.0321	-0.129874	-0.129872	5	9	0.5769230769230769	3.3
akk_GCF_026072915.1	MGYG000002741	competition	0.0372	-0.235628	-0.235623	5	7	0.5652173913043478	1.9
akk_GCF_000020225.1	MGYG000000560	mutualism	0.0219	0.002414	0.002377	6	8	0.5581395348837209	2.2
akk_GCF_018847135.1	MGYG000000463	mutualism	0.0277	0.103533	0.103535	5	7	0.5490196078431373	2.6
akk_GCF_023516715.1	MGYG000002446	mutualism	0.0223	0.390998	0.390983	6	3	0.4	1.8
akk_GCF_023516715.1	MGYG000001164	competition	0.0149	-0.075350	-0.075351	5	4	0.7317073170731707	2.2
akk_GCF_000020225.1	MGYG000000304	mutualism	0.0128	0.043381	0.043352	7	7	0.6153846153846154	0.9
akk_GCF_026072915.1	MGYG000002891	competition	0.0356	-0.113574	-0.113572	4	7	0.5581395348837209	3.5
akk_GCF_023516715.1	MGYG000003605	mutualism	0.0070	0.189229	0.189101	7	9	0.6071428571428571	2.1
akk_GCF_000020225.1	MGYG000002164	mutualism	0.0122	0.175651	0.175634	7	5	0.3076923076923077	0.7
akk_GCF_026072915.1	MGYG000002441	competition	0.0663	-0.247676	-0.247682	3	6	0.7317073170731707	3.1
akk_GCF_018847135.1	MGYG000002648	competition	0.0645	-0.215365	-0.215366	7	10	0.5384615384615384	1.9
akk_GCF_018847015.1	MGYG000001744	competition	0.0822	-0.178220	-0.178206	5	7	0.6086956521739131	2.1
akk_GCF_018847155.1	MGYG000001552	competition	0.0217	-0.063950	-0.063946	9	6	0.5652173913043478	2.3
akk_GCF_026072915.1	MGYG000001339	competition	0.0284	-0.185533	-0.185529	6	5	0.6511627906976745	3.3
akk_GCF_026072915.1	MGYG000004472	competition	0.0701	-0.135714	-0.135711	2	5	0.6818181818181818	1.8
akk_GCF_018847015.1	MGYG000000143	competition	0.0353	-0.129434	-0.129427	6	6	0.6274509803921569	2.4
akk_GCF_018847015.1	MGYG000000915	competition	0.0581	-0.155487	-0.155475	4	6	0.6363636363636364	3.9
akk_GCF_018847015.1	MGYG000000180	competition	0.0249	-0.089106	-0.089104	3	6	0.6521739130434783	2.2
akk_GCF_018847015.1	MGYG000002548	competition	0.0474	-0.216516	-0.216505	7	6	0.6666666666666666	3.3
akk_GCF_018847015.1	MGYG000002263	mutualism	0.0145	0.175701	0.175696	4	5	0.5957446808510638	1.0
