model_id	fastmic_growth	cobra_growth	abs_diff	rel_diff_pct
MGYG000001604__gradient_L2_fos_gapseq	0.28747100	0.28747100	0.00e+00	0.0000
MGYG000001604__gradient_L3_gos_gapseq	0.36397800	0.36397800	0.00e+00	0.0000
MGYG000001604__gradient_L4_xos_gapseq	0.36397800	0.36397800	0.00e+00	0.0000
MGYG000001604__gradient_L5_pectin_gapseq	0.36397800	0.36397800	0.00e+00	0.0000
MGYG000001604__gradient_L6_resistant_starch_gapseq	0.46598700	0.46598700	0.00e+00	0.0000
MGYG000001604__gradient_L7_bglucan_gapseq	0.46598700	0.46598700	0.00e+00	0.0000
MGYG000001604__gradient_L8_hmo_gapseq	0.46598700	0.46598700	0.00e+00	0.0000
MGYG000001604__gradient_L9_mos_gapseq	0.56799700	0.56799700	0.00e+00	0.0000
MGYG000001614__gradient_L0_base_gapseq	0.18995700	0.18995700	0.00e+00	0.0000
MGYG000001614__gradient_L1_inulin_gapseq	0.24786500	0.24786900	4.00e-06	0.0016
MGYG000001614__gradient_L2_fos_gapseq	0.24786500	0.24786900	4.00e-06	0.0016
MGYG000001614__gradient_L3_gos_gapseq	0.24786500	0.24786900	4.00e-06	0.0016
MGYG000001614__gradient_L4_xos_gapseq	0.24786500	0.24786900	4.00e-06	0.0016
MGYG000001614__gradient_L5_pectin_gapseq	0.24786500	0.24786900	4.00e-06	0.0016
MGYG000001614__gradient_L6_resistant_starch_gapseq	0.24786500	0.24786900	4.00e-06	0.0016
MGYG000001614__gradient_L7_bglucan_gapseq	0.24786500	0.24786900	4.00e-06	0.0016
MGYG000001614__gradient_L8_hmo_gapseq	0.24786500	0.24786900	4.00e-06	0.0016
MGYG000001614__gradient_L9_mos_gapseq	0.24786500	0.24786900	4.00e-06	0.0016
MGYG000001616__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001616__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001616__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001616__gradient_L3_gos_gapseq	0.72610000	0.72610000	0.00e+00	0.0000
MGYG000001616__gradient_L4_xos_gapseq	0.77872800	0.77872800	0.00e+00	0.0000
MGYG000001616__gradient_L5_pectin_gapseq	0.77872800	0.77872800	0.00e+00	0.0000
MGYG000001616__gradient_L6_resistant_starch_gapseq	0.87025400	0.87025400	0.00e+00	0.0000
MGYG000001616__gradient_L7_bglucan_gapseq	0.87025400	0.87025400	0.00e+00	0.0000
MGYG000001616__gradient_L8_hmo_gapseq	0.87025400	0.87025400	0.00e+00	0.0000
MGYG000001616__gradient_L9_mos_gapseq	0.87025400	0.87025400	0.00e+00	0.0000
MGYG000001618__gradient_L0_base_gapseq	0.81219400	0.81219400	0.00e+00	0.0000
MGYG000001618__gradient_L1_inulin_gapseq	0.92094100	0.92094100	0.00e+00	0.0000
MGYG000001618__gradient_L2_fos_gapseq	0.92094100	0.92094100	0.00e+00	0.0000
MGYG000001618__gradient_L3_gos_gapseq	0.92094100	0.92094100	0.00e+00	0.0000
MGYG000001618__gradient_L4_xos_gapseq	0.96171200	0.96171200	0.00e+00	0.0000
MGYG000001618__gradient_L5_pectin_gapseq	0.96171200	0.96171200	0.00e+00	0.0000
MGYG000001618__gradient_L6_resistant_starch_gapseq	1.03803700	1.03803700	0.00e+00	0.0000
MGYG000001618__gradient_L7_bglucan_gapseq	1.03803700	1.03803700	0.00e+00	0.0000
MGYG000001618__gradient_L8_hmo_gapseq	1.03803700	1.03803700	0.00e+00	0.0000
MGYG000001618__gradient_L9_mos_gapseq	1.03803700	1.03803700	0.00e+00	0.0000
MGYG000001624__gradient_L0_base_gapseq	1.34066200	1.34066200	0.00e+00	0.0000
MGYG000001624__gradient_L1_inulin_gapseq	1.62113700	1.62113700	0.00e+00	0.0000
MGYG000001624__gradient_L2_fos_gapseq	1.62113700	1.62113700	0.00e+00	0.0000
MGYG000001624__gradient_L3_gos_gapseq	1.72351000	1.72351000	0.00e+00	0.0000
MGYG000001624__gradient_L4_xos_gapseq	1.78661700	1.78661700	0.00e+00	0.0000
MGYG000001624__gradient_L5_pectin_gapseq	1.78661700	1.78661700	0.00e+00	0.0000
MGYG000001624__gradient_L6_resistant_starch_gapseq	2.38899700	2.38899700	0.00e+00	0.0000
MGYG000001624__gradient_L7_bglucan_gapseq	2.38899700	2.38899700	0.00e+00	0.0000
MGYG000001624__gradient_L8_hmo_gapseq	2.38899700	2.38899700	0.00e+00	0.0000
MGYG000001624__gradient_L9_mos_gapseq	2.38899700	2.38899700	0.00e+00	0.0000
MGYG000001642__gradient_L0_base_gapseq	0.40462600	0.40462600	0.00e+00	0.0000
MGYG000001642__gradient_L1_inulin_gapseq	0.70751200	0.70751200	0.00e+00	0.0000
MGYG000001642__gradient_L2_fos_gapseq	0.70751200	0.70751200	0.00e+00	0.0000
MGYG000001642__gradient_L3_gos_gapseq	1.01892800	1.01892800	0.00e+00	0.0000
MGYG000001642__gradient_L4_xos_gapseq	1.01892800	1.01892800	0.00e+00	0.0000
MGYG000001642__gradient_L5_pectin_gapseq	1.01892800	1.01892800	0.00e+00	0.0000
MGYG000001642__gradient_L6_resistant_starch_gapseq	1.65035000	1.65035000	0.00e+00	0.0000
MGYG000001642__gradient_L7_bglucan_gapseq	1.65035000	1.65035000	0.00e+00	0.0000
MGYG000001642__gradient_L8_hmo_gapseq	1.65035000	1.65035000	0.00e+00	0.0000
MGYG000001642__gradient_L9_mos_gapseq	1.79623800	1.79623800	0.00e+00	0.0000
MGYG000001647__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001647__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001647__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001647__gradient_L3_gos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001647__gradient_L4_xos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001647__gradient_L5_pectin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001647__gradient_L6_resistant_starch_gapseq	0.39527000	0.39527200	2.00e-06	0.0005
MGYG000001647__gradient_L7_bglucan_gapseq	0.39527000	0.39527200	2.00e-06	0.0005
MGYG000001647__gradient_L8_hmo_gapseq	0.39527000	0.39527200	2.00e-06	0.0005
MGYG000001647__gradient_L9_mos_gapseq	0.39527000	0.39527200	2.00e-06	0.0005
MGYG000001649__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001649__gradient_L1_inulin_gapseq	0.34950900	0.34950900	0.00e+00	0.0000
MGYG000001649__gradient_L2_fos_gapseq	0.34950900	0.34950900	0.00e+00	0.0000
MGYG000001649__gradient_L3_gos_gapseq	0.69278600	0.69278600	0.00e+00	0.0000
MGYG000001649__gradient_L4_xos_gapseq	0.71438400	0.71438400	0.00e+00	0.0000
MGYG000001649__gradient_L5_pectin_gapseq	0.77874300	0.77874400	1.00e-06	0.0001
MGYG000001649__gradient_L6_resistant_starch_gapseq	1.46858400	1.46858400	0.00e+00	0.0000
MGYG000001649__gradient_L7_bglucan_gapseq	1.70723000	1.70723000	0.00e+00	0.0000
MGYG000001649__gradient_L8_hmo_gapseq	1.70723000	1.70723000	0.00e+00	0.0000
MGYG000001649__gradient_L9_mos_gapseq	1.83777200	1.83777200	0.00e+00	0.0000
MGYG000001652__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001652__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001652__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001652__gradient_L3_gos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001652__gradient_L4_xos_gapseq	0.74850800	0.74850800	0.00e+00	0.0000
MGYG000001652__gradient_L5_pectin_gapseq	0.74850800	0.74850800	0.00e+00	0.0000
MGYG000001652__gradient_L6_resistant_starch_gapseq	1.36172600	1.36172600	0.00e+00	0.0000
MGYG000001652__gradient_L7_bglucan_gapseq	1.56435200	1.56435200	0.00e+00	0.0000
MGYG000001652__gradient_L8_hmo_gapseq	1.56435200	1.56435200	0.00e+00	0.0000
MGYG000001652__gradient_L9_mos_gapseq	1.56435200	1.56435200	0.00e+00	0.0000
MGYG000001657__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001657__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001657__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001657__gradient_L3_gos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001657__gradient_L4_xos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001657__gradient_L5_pectin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001657__gradient_L6_resistant_starch_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001657__gradient_L7_bglucan_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001657__gradient_L8_hmo_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001657__gradient_L9_mos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001677__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001677__gradient_L1_inulin_gapseq	0.30711400	0.30710900	5.00e-06	0.0016
MGYG000001677__gradient_L2_fos_gapseq	0.30711400	0.30710900	5.00e-06	0.0016
MGYG000001677__gradient_L3_gos_gapseq	0.30711400	0.30710900	5.00e-06	0.0016
MGYG000001677__gradient_L4_xos_gapseq	0.30711400	0.30710900	5.00e-06	0.0016
MGYG000001677__gradient_L5_pectin_gapseq	0.30711400	0.30710900	5.00e-06	0.0016
MGYG000001677__gradient_L6_resistant_starch_gapseq	0.30711400	0.30710900	5.00e-06	0.0016
MGYG000001677__gradient_L7_bglucan_gapseq	0.30711400	0.30710900	5.00e-06	0.0016
MGYG000001677__gradient_L8_hmo_gapseq	0.30711400	0.30710900	5.00e-06	0.0016
MGYG000001677__gradient_L9_mos_gapseq	0.30711400	0.30710900	5.00e-06	0.0016
MGYG000001680__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001680__gradient_L1_inulin_gapseq	0.49445300	0.49445000	3.00e-06	0.0006
MGYG000001680__gradient_L2_fos_gapseq	0.49445300	0.49445000	3.00e-06	0.0006
MGYG000001680__gradient_L3_gos_gapseq	0.83627500	0.83627200	3.00e-06	0.0004
MGYG000001680__gradient_L4_xos_gapseq	0.91796900	0.91796600	3.00e-06	0.0003
MGYG000001680__gradient_L5_pectin_gapseq	0.91796900	0.91796600	3.00e-06	0.0003
MGYG000001680__gradient_L6_resistant_starch_gapseq	1.64085400	1.64085100	3.00e-06	0.0002
MGYG000001680__gradient_L7_bglucan_gapseq	1.89250700	1.89250400	3.00e-06	0.0002
MGYG000001680__gradient_L8_hmo_gapseq	1.89250700	1.89250400	3.00e-06	0.0002
MGYG000001680__gradient_L9_mos_gapseq	2.02327600	2.02327300	3.00e-06	0.0001
MGYG000001689__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001689__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001689__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001689__gradient_L3_gos_gapseq	1.57751300	1.57751300	0.00e+00	0.0000
MGYG000001689__gradient_L4_xos_gapseq	1.68771500	1.68771500	0.00e+00	0.0000
MGYG000001689__gradient_L5_pectin_gapseq	1.74893800	1.74893800	0.00e+00	0.0000
MGYG000001689__gradient_L6_resistant_starch_gapseq	2.47749600	2.47749600	0.00e+00	0.0000
MGYG000001689__gradient_L7_bglucan_gapseq	2.71626700	2.71626700	0.00e+00	0.0000
MGYG000001689__gradient_L8_hmo_gapseq	2.88361100	2.88361100	0.00e+00	0.0000
MGYG000001689__gradient_L9_mos_gapseq	2.88361100	2.88361100	0.00e+00	0.0000
MGYG000001690__gradient_L0_base_gapseq	0.70648200	0.70648200	0.00e+00	0.0000
MGYG000001690__gradient_L1_inulin_gapseq	0.98558900	0.98558900	0.00e+00	0.0000
MGYG000001690__gradient_L2_fos_gapseq	0.98558900	0.98558900	0.00e+00	0.0000
MGYG000001690__gradient_L3_gos_gapseq	1.26218000	1.26218000	0.00e+00	0.0000
MGYG000001690__gradient_L4_xos_gapseq	1.37252400	1.37252400	0.00e+00	0.0000
MGYG000001690__gradient_L5_pectin_gapseq	1.37252400	1.37252400	0.00e+00	0.0000
MGYG000001690__gradient_L6_resistant_starch_gapseq	1.97108900	1.97108900	0.00e+00	0.0000
MGYG000001690__gradient_L7_bglucan_gapseq	2.17499600	2.17499600	0.00e+00	0.0000
MGYG000001690__gradient_L8_hmo_gapseq	2.17499600	2.17499600	0.00e+00	0.0000
MGYG000001690__gradient_L9_mos_gapseq	2.17499600	2.17499600	0.00e+00	0.0000
MGYG000001691__gradient_L0_base_gapseq	1.35676800	1.35676800	0.00e+00	0.0000
MGYG000001691__gradient_L1_inulin_gapseq	1.68126900	1.68126900	0.00e+00	0.0000
MGYG000001691__gradient_L2_fos_gapseq	1.68126900	1.68126900	0.00e+00	0.0000
MGYG000001691__gradient_L3_gos_gapseq	2.00379000	2.00379000	0.00e+00	0.0000
MGYG000001691__gradient_L4_xos_gapseq	2.09600300	2.09600300	0.00e+00	0.0000
MGYG000001691__gradient_L5_pectin_gapseq	2.09600300	2.09600300	0.00e+00	0.0000
MGYG000001691__gradient_L6_resistant_starch_gapseq	2.75058300	2.75058300	0.00e+00	0.0000
MGYG000001691__gradient_L7_bglucan_gapseq	2.96585400	2.96585400	0.00e+00	0.0000
MGYG000001691__gradient_L8_hmo_gapseq	2.96585400	2.96585400	0.00e+00	0.0000
MGYG000001691__gradient_L9_mos_gapseq	3.11336700	3.11336700	0.00e+00	0.0000
MGYG000001694__gradient_L0_base_gapseq	0.78879100	0.78879100	0.00e+00	0.0000
MGYG000001694__gradient_L1_inulin_gapseq	1.01151100	1.01151100	0.00e+00	0.0000
MGYG000001694__gradient_L2_fos_gapseq	1.01151100	1.01151100	0.00e+00	0.0000
MGYG000001694__gradient_L3_gos_gapseq	1.23423200	1.23423200	0.00e+00	0.0000
MGYG000001694__gradient_L4_xos_gapseq	1.23423200	1.23423200	0.00e+00	0.0000
MGYG000001694__gradient_L5_pectin_gapseq	1.26671200	1.26671200	0.00e+00	0.0000
MGYG000001694__gradient_L6_resistant_starch_gapseq	1.77015200	1.77015200	0.00e+00	0.0000
MGYG000001694__gradient_L7_bglucan_gapseq	1.77015200	1.77015200	0.00e+00	0.0000
MGYG000001694__gradient_L8_hmo_gapseq	1.77015200	1.77015200	0.00e+00	0.0000
MGYG000001694__gradient_L9_mos_gapseq	1.88151200	1.88151200	0.00e+00	0.0000
MGYG000001695__gradient_L0_base_gapseq	1.03083800	1.03083800	0.00e+00	0.0000
MGYG000001695__gradient_L1_inulin_gapseq	1.16128100	1.16128100	0.00e+00	0.0000
MGYG000001695__gradient_L2_fos_gapseq	1.16128100	1.16128100	0.00e+00	0.0000
MGYG000001695__gradient_L3_gos_gapseq	1.16128100	1.16128100	0.00e+00	0.0000
MGYG000001695__gradient_L4_xos_gapseq	1.23638500	1.23638500	0.00e+00	0.0000
MGYG000001695__gradient_L5_pectin_gapseq	1.27375700	1.27375700	0.00e+00	0.0000
MGYG000001695__gradient_L6_resistant_starch_gapseq	1.86937500	1.86937500	0.00e+00	0.0000
MGYG000001695__gradient_L7_bglucan_gapseq	1.86937500	1.86937500	0.00e+00	0.0000
MGYG000001695__gradient_L8_hmo_gapseq	1.86937500	1.86937500	0.00e+00	0.0000
MGYG000001695__gradient_L9_mos_gapseq	1.86937500	1.86937500	0.00e+00	0.0000
MGYG000001700__gradient_L0_base_gapseq	1.72168700	1.72168700	0.00e+00	0.0000
MGYG000001700__gradient_L1_inulin_gapseq	2.06079800	2.06079800	0.00e+00	0.0000
MGYG000001700__gradient_L2_fos_gapseq	2.06079800	2.06079800	0.00e+00	0.0000
MGYG000001700__gradient_L3_gos_gapseq	2.41136800	2.41136800	0.00e+00	0.0000
MGYG000001700__gradient_L4_xos_gapseq	2.58505200	2.58505200	0.00e+00	0.0000
MGYG000001700__gradient_L5_pectin_gapseq	2.63479500	2.63479500	0.00e+00	0.0000
MGYG000001700__gradient_L6_resistant_starch_gapseq	3.32750800	3.32750800	0.00e+00	0.0000
MGYG000001700__gradient_L7_bglucan_gapseq	3.55278000	3.55278000	0.00e+00	0.0000
MGYG000001700__gradient_L8_hmo_gapseq	3.55278000	3.55278000	0.00e+00	0.0000
MGYG000001700__gradient_L9_mos_gapseq	3.69887300	3.69887300	0.00e+00	0.0000
MGYG000001701__gradient_L0_base_gapseq	0.40283400	0.40283400	0.00e+00	0.0000
MGYG000001701__gradient_L1_inulin_gapseq	0.67711000	0.67711000	0.00e+00	0.0000
MGYG000001701__gradient_L2_fos_gapseq	0.67711000	0.67711000	0.00e+00	0.0000
MGYG000001701__gradient_L3_gos_gapseq	0.67711000	0.67711000	0.00e+00	0.0000
MGYG000001701__gradient_L4_xos_gapseq	0.67711000	0.67711000	0.00e+00	0.0000
MGYG000001701__gradient_L5_pectin_gapseq	0.67711000	0.67711000	0.00e+00	0.0000
MGYG000001701__gradient_L6_resistant_starch_gapseq	1.15553100	1.15553100	0.00e+00	0.0000
MGYG000001701__gradient_L7_bglucan_gapseq	1.15553100	1.15553100	0.00e+00	0.0000
MGYG000001701__gradient_L8_hmo_gapseq	1.15553100	1.15553100	0.00e+00	0.0000
MGYG000001701__gradient_L9_mos_gapseq	1.26192300	1.26192300	0.00e+00	0.0000
MGYG000001725__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001725__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001725__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001725__gradient_L3_gos_gapseq	0.64236500	0.64236500	0.00e+00	0.0000
MGYG000001725__gradient_L4_xos_gapseq	0.64236500	0.64236500	0.00e+00	0.0000
MGYG000001725__gradient_L5_pectin_gapseq	0.64236500	0.64236500	0.00e+00	0.0000
MGYG000001725__gradient_L6_resistant_starch_gapseq	1.31837700	1.31837700	0.00e+00	0.0000
MGYG000001725__gradient_L7_bglucan_gapseq	1.31837700	1.31837700	0.00e+00	0.0000
MGYG000001725__gradient_L8_hmo_gapseq	1.31837700	1.31837700	0.00e+00	0.0000
MGYG000001725__gradient_L9_mos_gapseq	1.44506900	1.44506900	0.00e+00	0.0000
MGYG000001729__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001729__gradient_L1_inulin_gapseq	0.48607200	0.48607200	0.00e+00	0.0000
MGYG000001729__gradient_L2_fos_gapseq	0.48607200	0.48607200	0.00e+00	0.0000
MGYG000001729__gradient_L3_gos_gapseq	0.48607200	0.48607200	0.00e+00	0.0000
MGYG000001729__gradient_L4_xos_gapseq	0.48607200	0.48607200	0.00e+00	0.0000
MGYG000001729__gradient_L5_pectin_gapseq	0.48607200	0.48607200	0.00e+00	0.0000
MGYG000001729__gradient_L6_resistant_starch_gapseq	0.53017900	0.53017900	0.00e+00	0.0000
MGYG000001729__gradient_L7_bglucan_gapseq	0.53017900	0.53017900	0.00e+00	0.0000
MGYG000001729__gradient_L8_hmo_gapseq	0.53017900	0.53017900	0.00e+00	0.0000
MGYG000001729__gradient_L9_mos_gapseq	0.53017900	0.53017900	0.00e+00	0.0000
MGYG000001740__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001740__gradient_L1_inulin_gapseq	0.19812800	0.19813800	1.00e-05	0.0050
MGYG000001740__gradient_L2_fos_gapseq	0.19812800	0.19813800	1.00e-05	0.0050
MGYG000001740__gradient_L3_gos_gapseq	0.19812800	0.19813800	1.00e-05	0.0050
MGYG000001740__gradient_L4_xos_gapseq	0.19812800	0.19813800	1.00e-05	0.0050
MGYG000001740__gradient_L5_pectin_gapseq	0.19812800	0.19813800	1.00e-05	0.0050
MGYG000001740__gradient_L6_resistant_starch_gapseq	0.19812800	0.19813800	1.00e-05	0.0050
MGYG000001740__gradient_L7_bglucan_gapseq	0.19812800	0.19813800	1.00e-05	0.0050
MGYG000001740__gradient_L8_hmo_gapseq	0.19812800	0.19813800	1.00e-05	0.0050
MGYG000001740__gradient_L9_mos_gapseq	0.19812800	0.19813800	1.00e-05	0.0050
MGYG000001742__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001742__gradient_L1_inulin_gapseq	0.75200700	0.75200700	0.00e+00	0.0000
MGYG000001742__gradient_L2_fos_gapseq	0.75200700	0.75200700	0.00e+00	0.0000
MGYG000001742__gradient_L3_gos_gapseq	1.04809400	1.04809400	0.00e+00	0.0000
MGYG000001742__gradient_L4_xos_gapseq	1.04809400	1.04809400	0.00e+00	0.0000
MGYG000001742__gradient_L5_pectin_gapseq	1.04809400	1.04809400	0.00e+00	0.0000
MGYG000001742__gradient_L6_resistant_starch_gapseq	1.15490700	1.15490700	0.00e+00	0.0000
MGYG000001742__gradient_L7_bglucan_gapseq	1.15490700	1.15490700	0.00e+00	0.0000
MGYG000001742__gradient_L8_hmo_gapseq	1.15490700	1.15490700	0.00e+00	0.0000
MGYG000001742__gradient_L9_mos_gapseq	1.15490700	1.15490700	0.00e+00	0.0000
MGYG000001749__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001749__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001749__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001749__gradient_L3_gos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001749__gradient_L4_xos_gapseq	1.04264200	1.04264200	0.00e+00	0.0000
MGYG000001749__gradient_L5_pectin_gapseq	1.10482800	1.10482800	0.00e+00	0.0000
MGYG000001749__gradient_L6_resistant_starch_gapseq	1.79509200	1.79509200	0.00e+00	0.0000
MGYG000001749__gradient_L7_bglucan_gapseq	2.03761800	2.03761800	0.00e+00	0.0000
MGYG000001749__gradient_L8_hmo_gapseq	2.03761800	2.03761800	0.00e+00	0.0000
MGYG000001749__gradient_L9_mos_gapseq	2.17028100	2.17028100	0.00e+00	0.0000
MGYG000001753__gradient_L0_base_gapseq	0.69701300	0.69701300	0.00e+00	0.0000
MGYG000001753__gradient_L1_inulin_gapseq	0.99243900	0.99243900	0.00e+00	0.0000
MGYG000001753__gradient_L2_fos_gapseq	0.99243900	0.99243900	0.00e+00	0.0000
MGYG000001753__gradient_L3_gos_gapseq	1.29158000	1.29158000	0.00e+00	0.0000
MGYG000001753__gradient_L4_xos_gapseq	1.29553000	1.29553000	0.00e+00	0.0000
MGYG000001753__gradient_L5_pectin_gapseq	1.29553000	1.29553000	0.00e+00	0.0000
MGYG000001753__gradient_L6_resistant_starch_gapseq	1.92511600	1.92511600	0.00e+00	0.0000
MGYG000001753__gradient_L7_bglucan_gapseq	1.92511600	1.92511600	0.00e+00	0.0000
MGYG000001753__gradient_L8_hmo_gapseq	1.92511600	1.92511600	0.00e+00	0.0000
MGYG000001753__gradient_L9_mos_gapseq	2.07058000	2.07058000	0.00e+00	0.0000
MGYG000001756__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001756__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001756__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001756__gradient_L3_gos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001756__gradient_L4_xos_gapseq	0.75946800	0.75946800	0.00e+00	0.0000
MGYG000001756__gradient_L5_pectin_gapseq	0.75946800	0.75946800	0.00e+00	0.0000
MGYG000001756__gradient_L6_resistant_starch_gapseq	1.45028500	1.45028500	0.00e+00	0.0000
MGYG000001756__gradient_L7_bglucan_gapseq	1.68894100	1.68894100	0.00e+00	0.0000
MGYG000001756__gradient_L8_hmo_gapseq	1.68894100	1.68894100	0.00e+00	0.0000
MGYG000001756__gradient_L9_mos_gapseq	1.68894100	1.68894100	0.00e+00	0.0000
MGYG000001757__gradient_L0_base_gapseq	0.00000000	0.00000000	0.00e+00	NA
MGYG000001757__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001757__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001757__gradient_L3_gos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001757__gradient_L4_xos_gapseq	0.34619700	0.34619700	0.00e+00	0.0000
MGYG000001757__gradient_L5_pectin_gapseq	0.34619700	0.34619700	0.00e+00	0.0000
MGYG000001757__gradient_L6_resistant_starch_gapseq	0.80214200	0.80214200	0.00e+00	0.0000
MGYG000001757__gradient_L7_bglucan_gapseq	0.96619500	0.96619500	0.00e+00	0.0000
MGYG000001757__gradient_L8_hmo_gapseq	0.96619500	0.96619500	0.00e+00	0.0000
MGYG000001757__gradient_L9_mos_gapseq	1.03715600	1.03715600	0.00e+00	0.0000
MGYG000001764__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001764__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001764__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001764__gradient_L3_gos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001764__gradient_L4_xos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001764__gradient_L5_pectin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001764__gradient_L6_resistant_starch_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001764__gradient_L7_bglucan_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001764__gradient_L8_hmo_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001764__gradient_L9_mos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001770__gradient_L0_base_gapseq	0.39547500	0.39547500	0.00e+00	0.0000
MGYG000001770__gradient_L1_inulin_gapseq	0.49323500	0.49323500	0.00e+00	0.0000
MGYG000001770__gradient_L2_fos_gapseq	0.49323500	0.49323500	0.00e+00	0.0000
MGYG000001770__gradient_L3_gos_gapseq	0.56655500	0.56655500	0.00e+00	0.0000
MGYG000001770__gradient_L4_xos_gapseq	0.62654500	0.62654500	0.00e+00	0.0000
MGYG000001770__gradient_L5_pectin_gapseq	0.65765000	0.65765000	0.00e+00	0.0000
MGYG000001770__gradient_L6_resistant_starch_gapseq	0.90871600	0.90871600	0.00e+00	0.0000
MGYG000001770__gradient_L7_bglucan_gapseq	1.06202200	1.06202200	0.00e+00	0.0000
MGYG000001770__gradient_L8_hmo_gapseq	1.06202200	1.06202200	0.00e+00	0.0000
MGYG000001770__gradient_L9_mos_gapseq	1.15978300	1.15978300	0.00e+00	0.0000
MGYG000001779__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001779__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001779__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000001779__gradient_L3_gos_gapseq	0.58757100	0.58757000	1.00e-06	0.0002
MGYG000001779__gradient_L4_xos_gapseq	0.58757100	0.58757000	1.00e-06	0.0002
