model_id	n_metabolites	n_reactions	n_genes	biomass_rxn	growth_rate	load_time_s	fba_time_s
MGYG000002643__gradient_L7_bglucan_gapseq	1298	1364	384	R_EX_cpd11416_c0	0.273372	0.014596	0.018561
MGYG000002643__gradient_L8_hmo_gapseq	1298	1364	384	R_EX_cpd11416_c0	0.273372	0.014596	0.018582
MGYG000002643__gradient_L9_mos_gapseq	1298	1364	384	R_EX_cpd11416_c0	0.273372	0.014596	0.018495
MGYG000002645__gradient_L0_base_gapseq	1313	1447	364	R_EX_cpd11416_c0	0.383676	0.014814	0.021759
MGYG000002645__gradient_L1_inulin_gapseq	1313	1447	364	R_EX_cpd11416_c0	0.531697	0.014814	0.022072
MGYG000002645__gradient_L2_fos_gapseq	1313	1447	364	R_EX_cpd11416_c0	0.531697	0.014814	0.022052
MGYG000002645__gradient_L3_gos_gapseq	1313	1447	364	R_EX_cpd11416_c0	0.531697	0.014814	0.022057
MGYG000002645__gradient_L4_xos_gapseq	1313	1447	364	R_EX_cpd11416_c0	0.531697	0.014814	0.022089
MGYG000002645__gradient_L5_pectin_gapseq	1313	1447	364	R_EX_cpd11416_c0	0.531697	0.014814	0.022097
MGYG000002645__gradient_L6_resistant_starch_gapseq	1313	1447	364	R_EX_cpd11416_c0	0.531697	0.014814	0.021927
MGYG000002645__gradient_L7_bglucan_gapseq	1313	1447	364	R_EX_cpd11416_c0	0.531697	0.014814	0.022039
MGYG000002645__gradient_L8_hmo_gapseq	1313	1447	364	R_EX_cpd11416_c0	0.531697	0.014814	0.021966
MGYG000002645__gradient_L9_mos_gapseq	1313	1447	364	R_EX_cpd11416_c0	0.531697	0.014814	0.021975
MGYG000002660__gradient_L0_base_gapseq	950	960	170	R_EX_cpd11416_c0	-0.000000	0.010198	0.004490
MGYG000002660__gradient_L1_inulin_gapseq	950	960	170	R_EX_cpd11416_c0	-0.000000	0.010198	0.004559
MGYG000002660__gradient_L2_fos_gapseq	950	960	170	R_EX_cpd11416_c0	-0.000000	0.010198	0.004487
MGYG000002660__gradient_L3_gos_gapseq	950	960	170	R_EX_cpd11416_c0	-0.000000	0.010198	0.004508
MGYG000002660__gradient_L4_xos_gapseq	950	960	170	R_EX_cpd11416_c0	-0.000000	0.010198	0.004477
MGYG000002660__gradient_L5_pectin_gapseq	950	960	170	R_EX_cpd11416_c0	-0.000000	0.010198	0.004557
MGYG000002660__gradient_L6_resistant_starch_gapseq	950	960	170	R_EX_cpd11416_c0	-0.000000	0.010198	0.004533
MGYG000002660__gradient_L7_bglucan_gapseq	950	960	170	R_EX_cpd11416_c0	-0.000000	0.010198	0.004506
MGYG000002660__gradient_L8_hmo_gapseq	950	960	170	R_EX_cpd11416_c0	-0.000000	0.010198	0.004548
MGYG000002660__gradient_L9_mos_gapseq	950	960	170	R_EX_cpd11416_c0	-0.000000	0.010198	0.004476
MGYG000002665__gradient_L0_base_gapseq	1096	1107	173	R_EX_cpd11416_c0	-0.000000	0.011710	0.004504
MGYG000002665__gradient_L1_inulin_gapseq	1096	1107	173	R_EX_cpd11416_c0	-0.000000	0.011710	0.004603
MGYG000002665__gradient_L2_fos_gapseq	1096	1107	173	R_EX_cpd11416_c0	-0.000000	0.011710	0.004569
MGYG000002665__gradient_L3_gos_gapseq	1096	1107	173	R_EX_cpd11416_c0	-0.000000	0.011710	0.004434
MGYG000002665__gradient_L4_xos_gapseq	1096	1107	173	R_EX_cpd11416_c0	-0.000000	0.011710	0.004629
MGYG000002665__gradient_L5_pectin_gapseq	1096	1107	173	R_EX_cpd11416_c0	-0.000000	0.011710	0.004490
MGYG000002665__gradient_L6_resistant_starch_gapseq	1096	1107	173	R_EX_cpd11416_c0	0.052368	0.011710	0.013630
MGYG000002665__gradient_L7_bglucan_gapseq	1096	1107	173	R_EX_cpd11416_c0	0.052368	0.011710	0.013623
MGYG000002665__gradient_L8_hmo_gapseq	1096	1107	173	R_EX_cpd11416_c0	0.052368	0.011710	0.013620
MGYG000002665__gradient_L9_mos_gapseq	1096	1107	173	R_EX_cpd11416_c0	0.052368	0.011710	0.013578
MGYG000002673__gradient_L0_base_gapseq	1311	1435	398	R_EX_cpd11416_c0	-0.000000	0.015468	0.007818
MGYG000002673__gradient_L1_inulin_gapseq	1311	1435	398	R_EX_cpd11416_c0	-0.000000	0.015468	0.007992
MGYG000002673__gradient_L2_fos_gapseq	1311	1435	398	R_EX_cpd11416_c0	-0.000000	0.015468	0.008104
MGYG000002673__gradient_L3_gos_gapseq	1311	1435	398	R_EX_cpd11416_c0	-0.000000	0.015468	0.008054
MGYG000002673__gradient_L4_xos_gapseq	1311	1435	398	R_EX_cpd11416_c0	0.919463	0.015468	0.019875
MGYG000002673__gradient_L5_pectin_gapseq	1311	1435	398	R_EX_cpd11416_c0	0.919463	0.015468	0.019833
MGYG000002673__gradient_L6_resistant_starch_gapseq	1311	1435	398	R_EX_cpd11416_c0	1.603519	0.015468	0.019812
MGYG000002673__gradient_L7_bglucan_gapseq	1311	1435	398	R_EX_cpd11416_c0	1.603519	0.015468	0.019872
MGYG000002673__gradient_L8_hmo_gapseq	1311	1435	398	R_EX_cpd11416_c0	1.603519	0.015468	0.019968
MGYG000002673__gradient_L9_mos_gapseq	1311	1435	398	R_EX_cpd11416_c0	1.603519	0.015468	0.019748
MGYG000002681__gradient_L0_base_gapseq	1155	1240	269	R_EX_cpd11416_c0	0.000000	0.013357	0.006553
MGYG000002681__gradient_L1_inulin_gapseq	1155	1240	269	R_EX_cpd11416_c0	0.176684	0.013357	0.016514
MGYG000002681__gradient_L2_fos_gapseq	1155	1240	269	R_EX_cpd11416_c0	0.176684	0.013357	0.016684
MGYG000002681__gradient_L3_gos_gapseq	1155	1240	269	R_EX_cpd11416_c0	0.176684	0.013357	0.016934
MGYG000002681__gradient_L4_xos_gapseq	1155	1240	269	R_EX_cpd11416_c0	0.218374	0.013357	0.016807
MGYG000002681__gradient_L5_pectin_gapseq	1155	1240	269	R_EX_cpd11416_c0	0.218374	0.013357	0.016656
MGYG000002681__gradient_L6_resistant_starch_gapseq	1155	1240	269	R_EX_cpd11416_c0	0.291169	0.013357	0.016479
MGYG000002681__gradient_L7_bglucan_gapseq	1155	1240	269	R_EX_cpd11416_c0	0.291169	0.013357	0.016574
MGYG000002681__gradient_L8_hmo_gapseq	1155	1240	269	R_EX_cpd11416_c0	0.291169	0.013357	0.016437
MGYG000002681__gradient_L9_mos_gapseq	1155	1240	269	R_EX_cpd11416_c0	0.291169	0.013357	0.016517
MGYG000002684__gradient_L0_base_gapseq	1107	1109	258	R_EX_cpd11416_c0	-0.000000	0.012129	0.004831
MGYG000002684__gradient_L1_inulin_gapseq	1107	1109	258	R_EX_cpd11416_c0	0.349078	0.012129	0.012876
MGYG000002684__gradient_L2_fos_gapseq	1107	1109	258	R_EX_cpd11416_c0	0.349078	0.012129	0.012875
MGYG000002684__gradient_L3_gos_gapseq	1107	1109	258	R_EX_cpd11416_c0	0.349078	0.012129	0.012920
MGYG000002684__gradient_L4_xos_gapseq	1107	1109	258	R_EX_cpd11416_c0	0.349078	0.012129	0.012778
MGYG000002684__gradient_L5_pectin_gapseq	1107	1109	258	R_EX_cpd11416_c0	0.349078	0.012129	0.012814
MGYG000002684__gradient_L6_resistant_starch_gapseq	1107	1109	258	R_EX_cpd11416_c0	0.349078	0.012129	0.012823
MGYG000002684__gradient_L7_bglucan_gapseq	1107	1109	258	R_EX_cpd11416_c0	0.349078	0.012129	0.012903
MGYG000002684__gradient_L8_hmo_gapseq	1107	1109	258	R_EX_cpd11416_c0	0.349078	0.012129	0.012815
MGYG000002684__gradient_L9_mos_gapseq	1107	1109	258	R_EX_cpd11416_c0	0.349078	0.012129	0.012998
MGYG000002690__gradient_L0_base_gapseq	1177	1300	303	R_EX_cpd11416_c0	0.659889	0.012887	0.014918
MGYG000002690__gradient_L1_inulin_gapseq	1177	1300	303	R_EX_cpd11416_c0	0.947193	0.012887	0.015446
MGYG000002690__gradient_L2_fos_gapseq	1177	1300	303	R_EX_cpd11416_c0	0.947193	0.012887	0.015564
MGYG000002690__gradient_L3_gos_gapseq	1177	1300	303	R_EX_cpd11416_c0	1.239056	0.012887	0.015798
MGYG000002690__gradient_L4_xos_gapseq	1177	1300	303	R_EX_cpd11416_c0	1.239056	0.012887	0.015755
MGYG000002690__gradient_L5_pectin_gapseq	1177	1300	303	R_EX_cpd11416_c0	1.239056	0.012887	0.015727
MGYG000002690__gradient_L6_resistant_starch_gapseq	1177	1300	303	R_EX_cpd11416_c0	1.849770	0.012887	0.015707
MGYG000002690__gradient_L7_bglucan_gapseq	1177	1300	303	R_EX_cpd11416_c0	1.849770	0.012887	0.015661
MGYG000002690__gradient_L8_hmo_gapseq	1177	1300	303	R_EX_cpd11416_c0	1.849770	0.012887	0.015624
MGYG000002690__gradient_L9_mos_gapseq	1177	1300	303	R_EX_cpd11416_c0	1.990873	0.012887	0.015644
MGYG000002695__gradient_L0_base_gapseq	1243	1340	264	R_EX_cpd11416_c0	-0.000000	0.013597	0.006948
MGYG000002695__gradient_L1_inulin_gapseq	1243	1340	264	R_EX_cpd11416_c0	0.408972	0.013597	0.018458
MGYG000002695__gradient_L2_fos_gapseq	1243	1340	264	R_EX_cpd11416_c0	0.408972	0.013597	0.018520
MGYG000002695__gradient_L3_gos_gapseq	1243	1340	264	R_EX_cpd11416_c0	0.521113	0.013597	0.018333
MGYG000002695__gradient_L4_xos_gapseq	1243	1340	264	R_EX_cpd11416_c0	0.521113	0.013597	0.018340
MGYG000002695__gradient_L5_pectin_gapseq	1243	1340	264	R_EX_cpd11416_c0	0.521113	0.013597	0.018170
MGYG000002695__gradient_L6_resistant_starch_gapseq	1243	1340	264	R_EX_cpd11416_c0	0.945487	0.013597	0.018833
MGYG000002695__gradient_L7_bglucan_gapseq	1243	1340	264	R_EX_cpd11416_c0	1.192249	0.013597	0.018323
MGYG000002695__gradient_L8_hmo_gapseq	1243	1340	264	R_EX_cpd11416_c0	1.192249	0.013597	0.018319
MGYG000002695__gradient_L9_mos_gapseq	1243	1340	264	R_EX_cpd11416_c0	1.192249	0.013597	0.018274
MGYG000002696__gradient_L0_base_gapseq	1225	1320	341	R_EX_cpd11416_c0	-0.000000	0.014057	0.006366
MGYG000002696__gradient_L1_inulin_gapseq	1225	1320	341	R_EX_cpd11416_c0	-0.000000	0.014057	0.007105
MGYG000002696__gradient_L2_fos_gapseq	1225	1320	341	R_EX_cpd11416_c0	-0.000000	0.014057	0.007162
MGYG000002696__gradient_L3_gos_gapseq	1225	1320	341	R_EX_cpd11416_c0	-0.000000	0.014057	0.007183
MGYG000002696__gradient_L4_xos_gapseq	1225	1320	341	R_EX_cpd11416_c0	0.207276	0.014057	0.018401
MGYG000002696__gradient_L5_pectin_gapseq	1225	1320	341	R_EX_cpd11416_c0	0.207276	0.014057	0.018529
MGYG000002696__gradient_L6_resistant_starch_gapseq	1225	1320	341	R_EX_cpd11416_c0	0.297951	0.014057	0.017857
MGYG000002696__gradient_L7_bglucan_gapseq	1225	1320	341	R_EX_cpd11416_c0	0.297951	0.014057	0.017946
MGYG000002696__gradient_L8_hmo_gapseq	1225	1320	341	R_EX_cpd11416_c0	0.297951	0.014057	0.017865
MGYG000002696__gradient_L9_mos_gapseq	1225	1320	341	R_EX_cpd11416_c0	0.297951	0.014057	0.017853
MGYG000002697__gradient_L0_base_gapseq	1074	1223	280	R_EX_cpd11416_c0	0.106010	0.012725	0.016164
MGYG000002697__gradient_L1_inulin_gapseq	1074	1223	280	R_EX_cpd11416_c0	0.106010	0.012725	0.016054
MGYG000002697__gradient_L2_fos_gapseq	1074	1223	280	R_EX_cpd11416_c0	0.106010	0.012725	0.016076
MGYG000002697__gradient_L3_gos_gapseq	1074	1223	280	R_EX_cpd11416_c0	0.106010	0.012725	0.015913
MGYG000002697__gradient_L4_xos_gapseq	1074	1223	280	R_EX_cpd11416_c0	0.106010	0.012725	0.015991
MGYG000002697__gradient_L5_pectin_gapseq	1074	1223	280	R_EX_cpd11416_c0	0.106010	0.012725	0.015930
MGYG000002697__gradient_L6_resistant_starch_gapseq	1074	1223	280	R_EX_cpd11416_c0	0.106010	0.012725	0.015935
MGYG000002697__gradient_L7_bglucan_gapseq	1074	1223	280	R_EX_cpd11416_c0	0.106010	0.012725	0.015944
MGYG000002697__gradient_L8_hmo_gapseq	1074	1223	280	R_EX_cpd11416_c0	0.106010	0.012725	0.016732
MGYG000002697__gradient_L9_mos_gapseq	1074	1223	280	R_EX_cpd11416_c0	0.106010	0.012725	0.017061
MGYG000002699__gradient_L0_base_gapseq	1251	1386	350	R_EX_cpd11416_c0	0.816534	0.014310	0.017585
MGYG000002699__gradient_L1_inulin_gapseq	1251	1386	350	R_EX_cpd11416_c0	0.984141	0.014310	0.017652
MGYG000002699__gradient_L2_fos_gapseq	1251	1386	350	R_EX_cpd11416_c0	0.984141	0.014310	0.017756
MGYG000002699__gradient_L3_gos_gapseq	1251	1386	350	R_EX_cpd11416_c0	1.020846	0.014310	0.018541
MGYG000002699__gradient_L4_xos_gapseq	1251	1386	350	R_EX_cpd11416_c0	1.020846	0.014310	0.017592
MGYG000002699__gradient_L5_pectin_gapseq	1251	1386	350	R_EX_cpd11416_c0	1.020846	0.014310	0.017766
MGYG000002699__gradient_L6_resistant_starch_gapseq	1251	1386	350	R_EX_cpd11416_c0	1.020846	0.014310	0.017960
MGYG000002699__gradient_L7_bglucan_gapseq	1251	1386	350	R_EX_cpd11416_c0	1.020846	0.014310	0.017701
MGYG000002699__gradient_L8_hmo_gapseq	1251	1386	350	R_EX_cpd11416_c0	1.020846	0.014310	0.017975
MGYG000002699__gradient_L9_mos_gapseq	1251	1386	350	R_EX_cpd11416_c0	1.020846	0.014310	0.018041
MGYG000002702__gradient_L0_base_gapseq	1267	1350	298	R_EX_cpd11416_c0	-0.000000	0.013443	0.006408
MGYG000002702__gradient_L1_inulin_gapseq	1267	1350	298	R_EX_cpd11416_c0	-0.000000	0.013443	0.006456
MGYG000002702__gradient_L2_fos_gapseq	1267	1350	298	R_EX_cpd11416_c0	-0.000000	0.013443	0.006446
MGYG000002702__gradient_L3_gos_gapseq	1267	1350	298	R_EX_cpd11416_c0	-0.000000	0.013443	0.006616
MGYG000002702__gradient_L4_xos_gapseq	1267	1350	298	R_EX_cpd11416_c0	-0.000000	0.013443	0.006533
MGYG000002702__gradient_L5_pectin_gapseq	1267	1350	298	R_EX_cpd11416_c0	-0.000000	0.013443	0.006621
MGYG000002702__gradient_L6_resistant_starch_gapseq	1267	1350	298	R_EX_cpd11416_c0	0.090224	0.013443	0.017831
MGYG000002702__gradient_L7_bglucan_gapseq	1267	1350	298	R_EX_cpd11416_c0	0.097540	0.013443	0.016769
MGYG000002702__gradient_L8_hmo_gapseq	1267	1350	298	R_EX_cpd11416_c0	0.097540	0.013443	0.016801
MGYG000002702__gradient_L9_mos_gapseq	1267	1350	298	R_EX_cpd11416_c0	0.097540	0.013443	0.017010
MGYG000002705__gradient_L0_base_gapseq	1248	1417	325	R_EX_cpd11416_c0	0.890304	0.014520	0.019025
MGYG000002705__gradient_L1_inulin_gapseq	1248	1417	325	R_EX_cpd11416_c0	1.062951	0.014520	0.018969
MGYG000002705__gradient_L2_fos_gapseq	1248	1417	325	R_EX_cpd11416_c0	1.062951	0.014520	0.019252
MGYG000002705__gradient_L3_gos_gapseq	1248	1417	325	R_EX_cpd11416_c0	1.398290	0.014520	0.019292
MGYG000002705__gradient_L4_xos_gapseq	1248	1417	325	R_EX_cpd11416_c0	1.398290	0.014520	0.019165
MGYG000002705__gradient_L5_pectin_gapseq	1248	1417	325	R_EX_cpd11416_c0	1.398290	0.014520	0.019190
MGYG000002705__gradient_L6_resistant_starch_gapseq	1248	1417	325	R_EX_cpd11416_c0	2.182857	0.014520	0.019889
MGYG000002705__gradient_L7_bglucan_gapseq	1248	1417	325	R_EX_cpd11416_c0	2.442270	0.014520	0.019603
MGYG000002705__gradient_L8_hmo_gapseq	1248	1417	325	R_EX_cpd11416_c0	2.442270	0.014520	0.019508
MGYG000002705__gradient_L9_mos_gapseq	1248	1417	325	R_EX_cpd11416_c0	2.577249	0.014520	0.020276
MGYG000002711__gradient_L0_base_gapseq	1270	1419	354	R_EX_cpd11416_c0	-0.000000	0.014310	0.007545
MGYG000002711__gradient_L1_inulin_gapseq	1270	1419	354	R_EX_cpd11416_c0	-0.000000	0.014310	0.007591
MGYG000002711__gradient_L2_fos_gapseq	1270	1419	354	R_EX_cpd11416_c0	-0.000000	0.014310	0.007620
MGYG000002711__gradient_L3_gos_gapseq	1270	1419	354	R_EX_cpd11416_c0	-0.000000	0.014310	0.007632
MGYG000002711__gradient_L4_xos_gapseq	1270	1419	354	R_EX_cpd11416_c0	0.953578	0.014310	0.019794
MGYG000002711__gradient_L5_pectin_gapseq	1270	1419	354	R_EX_cpd11416_c0	0.953578	0.014310	0.019769
MGYG000002711__gradient_L6_resistant_starch_gapseq	1270	1419	354	R_EX_cpd11416_c0	1.677839	0.014310	0.020608
MGYG000002711__gradient_L7_bglucan_gapseq	1270	1419	354	R_EX_cpd11416_c0	1.677839	0.014310	0.020837
MGYG000002711__gradient_L8_hmo_gapseq	1270	1419	354	R_EX_cpd11416_c0	1.677839	0.014310	0.020610
MGYG000002711__gradient_L9_mos_gapseq	1270	1419	354	R_EX_cpd11416_c0	1.812067	0.014310	0.020311
MGYG000002724__gradient_L0_base_gapseq	1040	1115	256	R_EX_cpd11416_c0	-0.000000	0.011458	0.005257
MGYG000002724__gradient_L1_inulin_gapseq	1040	1115	256	R_EX_cpd11416_c0	-0.000000	0.011458	0.005424
MGYG000002724__gradient_L2_fos_gapseq	1040	1115	256	R_EX_cpd11416_c0	-0.000000	0.011458	0.005479
MGYG000002724__gradient_L3_gos_gapseq	1040	1115	256	R_EX_cpd11416_c0	-0.000000	0.011458	0.005456
MGYG000002724__gradient_L4_xos_gapseq	1040	1115	256	R_EX_cpd11416_c0	-0.000000	0.011458	0.005446
MGYG000002724__gradient_L5_pectin_gapseq	1040	1115	256	R_EX_cpd11416_c0	-0.000000	0.011458	0.005493
MGYG000002724__gradient_L6_resistant_starch_gapseq	1040	1115	256	R_EX_cpd11416_c0	-0.000000	0.011458	0.005446
MGYG000002724__gradient_L7_bglucan_gapseq	1040	1115	256	R_EX_cpd11416_c0	-0.000000	0.011458	0.005531
MGYG000002724__gradient_L8_hmo_gapseq	1040	1115	256	R_EX_cpd11416_c0	-0.000000	0.011458	0.005482
MGYG000002724__gradient_L9_mos_gapseq	1040	1115	256	R_EX_cpd11416_c0	-0.000000	0.011458	0.005498
MGYG000002742__gradient_L0_base_gapseq	1168	1328	305	R_EX_cpd11416_c0	0.801871	0.013015	0.018025
MGYG000002742__gradient_L1_inulin_gapseq	1168	1328	305	R_EX_cpd11416_c0	1.087612	0.013015	0.017536
MGYG000002742__gradient_L2_fos_gapseq	1168	1328	305	R_EX_cpd11416_c0	1.087612	0.013015	0.017483
MGYG000002742__gradient_L3_gos_gapseq	1168	1328	305	R_EX_cpd11416_c0	1.375319	0.013015	0.017545
MGYG000002742__gradient_L4_xos_gapseq	1168	1328	305	R_EX_cpd11416_c0	1.411753	0.013015	0.017265
MGYG000002742__gradient_L5_pectin_gapseq	1168	1328	305	R_EX_cpd11416_c0	1.411753	0.013015	0.017155
MGYG000002742__gradient_L6_resistant_starch_gapseq	1168	1328	305	R_EX_cpd11416_c0	2.031497	0.013015	0.017966
MGYG000002742__gradient_L7_bglucan_gapseq	1168	1328	305	R_EX_cpd11416_c0	2.031497	0.013015	0.018083
MGYG000002742__gradient_L8_hmo_gapseq	1168	1328	305	R_EX_cpd11416_c0	2.031497	0.013015	0.018018
MGYG000002742__gradient_L9_mos_gapseq	1168	1328	305	R_EX_cpd11416_c0	2.174687	0.013015	0.018020
MGYG000002746__gradient_L0_base_gapseq	1096	1222	291	R_EX_cpd11416_c0	0.745657	0.012233	0.016324
MGYG000002746__gradient_L1_inulin_gapseq	1096	1222	291	R_EX_cpd11416_c0	1.041243	0.012233	0.015979
MGYG000002746__gradient_L2_fos_gapseq	1096	1222	291	R_EX_cpd11416_c0	1.041243	0.012233	0.015964
MGYG000002746__gradient_L3_gos_gapseq	1096	1222	291	R_EX_cpd11416_c0	1.336824	0.012233	0.016594
MGYG000002746__gradient_L4_xos_gapseq	1096	1222	291	R_EX_cpd11416_c0	1.336824	0.012233	0.016435
MGYG000002746__gradient_L5_pectin_gapseq	1096	1222	291	R_EX_cpd11416_c0	1.336824	0.012233	0.016903
MGYG000002746__gradient_L6_resistant_starch_gapseq	1096	1222	291	R_EX_cpd11416_c0	1.957097	0.012233	0.016360
MGYG000002746__gradient_L7_bglucan_gapseq	1096	1222	291	R_EX_cpd11416_c0	1.957097	0.012233	0.016267
MGYG000002746__gradient_L8_hmo_gapseq	1096	1222	291	R_EX_cpd11416_c0	1.957097	0.012233	0.016471
MGYG000002746__gradient_L9_mos_gapseq	1096	1222	291	R_EX_cpd11416_c0	2.100410	0.012233	0.016493
MGYG000002755__gradient_L0_base_gapseq	1145	1247	305	R_EX_cpd11416_c0	0.748612	0.013320	0.015089
MGYG000002755__gradient_L1_inulin_gapseq	1145	1247	305	R_EX_cpd11416_c0	1.033802	0.013320	0.014986
MGYG000002755__gradient_L2_fos_gapseq	1145	1247	305	R_EX_cpd11416_c0	1.033802	0.013320	0.014992
MGYG000002755__gradient_L3_gos_gapseq	1145	1247	305	R_EX_cpd11416_c0	1.327903	0.013320	0.015315
MGYG000002755__gradient_L4_xos_gapseq	1145	1247	305	R_EX_cpd11416_c0	1.327903	0.013320	0.015376
MGYG000002755__gradient_L5_pectin_gapseq	1145	1247	305	R_EX_cpd11416_c0	1.327903	0.013320	0.015383
MGYG000002755__gradient_L6_resistant_starch_gapseq	1145	1247	305	R_EX_cpd11416_c0	1.677706	0.013320	0.015509
MGYG000002755__gradient_L7_bglucan_gapseq	1145	1247	305	R_EX_cpd11416_c0	1.677706	0.013320	0.015405
MGYG000002755__gradient_L8_hmo_gapseq	1145	1247	305	R_EX_cpd11416_c0	1.677706	0.013320	0.015553
MGYG000002755__gradient_L9_mos_gapseq	1145	1247	305	R_EX_cpd11416_c0	1.820301	0.013320	0.015776
MGYG000002756__gradient_L0_base_gapseq	1570	1811	534	R_EX_cpd11416_c0	1.141175	0.017925	0.025217
MGYG000002756__gradient_L1_inulin_gapseq	1570	1811	534	R_EX_cpd11416_c0	1.426471	0.017925	0.024529
MGYG000002756__gradient_L2_fos_gapseq	1570	1811	534	R_EX_cpd11416_c0	1.426471	0.017925	0.024583
MGYG000002756__gradient_L3_gos_gapseq	1570	1811	534	R_EX_cpd11416_c0	1.713996	0.017925	0.025133
MGYG000002756__gradient_L4_xos_gapseq	1570	1811	534	R_EX_cpd11416_c0	1.787549	0.017925	0.026672
MGYG000002756__gradient_L5_pectin_gapseq	1570	1811	534	R_EX_cpd11416_c0	1.787549	0.017925	0.026707
MGYG000002756__gradient_L6_resistant_starch_gapseq	1570	1811	534	R_EX_cpd11416_c0	2.431695	0.017925	0.027575
MGYG000002756__gradient_L7_bglucan_gapseq	1570	1811	534	R_EX_cpd11416_c0	2.638980	0.017925	0.027415
MGYG000002756__gradient_L8_hmo_gapseq	1570	1811	534	R_EX_cpd11416_c0	2.786086	0.017925	0.027444
MGYG000002756__gradient_L9_mos_gapseq	1570	1811	534	R_EX_cpd11416_c0	2.786086	0.017925	0.027437
MGYG000002762__gradient_L0_base_gapseq	1296	1436	327	R_EX_cpd11416_c0	-0.000000	0.013953	0.007388
MGYG000002762__gradient_L1_inulin_gapseq	1296	1436	327	R_EX_cpd11416_c0	-0.000000	0.013953	0.007587
MGYG000002762__gradient_L2_fos_gapseq	1296	1436	327	R_EX_cpd11416_c0	-0.000000	0.013953	0.007636
MGYG000002762__gradient_L3_gos_gapseq	1296	1436	327	R_EX_cpd11416_c0	-0.000000	0.013953	0.007380
MGYG000002762__gradient_L4_xos_gapseq	1296	1436	327	R_EX_cpd11416_c0	0.657472	0.013953	0.018701
MGYG000002762__gradient_L5_pectin_gapseq	1296	1436	327	R_EX_cpd11416_c0	0.657472	0.013953	0.018477
MGYG000002762__gradient_L6_resistant_starch_gapseq	1296	1436	327	R_EX_cpd11416_c0	0.744720	0.013953	0.018629
MGYG000002762__gradient_L7_bglucan_gapseq	1296	1436	327	R_EX_cpd11416_c0	0.884941	0.013953	0.018647
MGYG000002762__gradient_L8_hmo_gapseq	1296	1436	327	R_EX_cpd11416_c0	0.884941	0.013953	0.018545
MGYG000002762__gradient_L9_mos_gapseq	1296	1436	327	R_EX_cpd11416_c0	0.972190	0.013953	0.018840
MGYG000002763__gradient_L0_base_gapseq	1162	1285	300	R_EX_cpd11416_c0	0.773344	0.013244	0.015383
MGYG000002763__gradient_L1_inulin_gapseq	1162	1285	300	R_EX_cpd11416_c0	1.061197	0.013244	0.015862
MGYG000002763__gradient_L2_fos_gapseq	1162	1285	300	R_EX_cpd11416_c0	1.061197	0.013244	0.015812
MGYG000002763__gradient_L3_gos_gapseq	1162	1285	300	R_EX_cpd11416_c0	1.350021	0.013244	0.016039
MGYG000002763__gradient_L4_xos_gapseq	1162	1285	300	R_EX_cpd11416_c0	1.350021	0.013244	0.016096
MGYG000002763__gradient_L5_pectin_gapseq	1162	1285	300	R_EX_cpd11416_c0	1.350021	0.013244	0.016138
MGYG000002763__gradient_L6_resistant_starch_gapseq	1162	1285	300	R_EX_cpd11416_c0	1.956112	0.013244	0.016359
MGYG000002763__gradient_L7_bglucan_gapseq	1162	1285	300	R_EX_cpd11416_c0	1.956112	0.013244	0.016385
MGYG000002763__gradient_L8_hmo_gapseq	1162	1285	300	R_EX_cpd11416_c0	1.956112	0.013244	0.016451
MGYG000002763__gradient_L9_mos_gapseq	1162	1285	300	R_EX_cpd11416_c0	2.096148	0.013244	0.016241
MGYG000002789__gradient_L0_base_gapseq	1192	1371	313	R_EX_cpd11416_c0	0.662412	0.013885	0.017780
MGYG000002789__gradient_L1_inulin_gapseq	1192	1371	313	R_EX_cpd11416_c0	0.775970	0.013885	0.018756
MGYG000002789__gradient_L2_fos_gapseq	1192	1371	313	R_EX_cpd11416_c0	0.775970	0.013885	0.018659
MGYG000002789__gradient_L3_gos_gapseq	1192	1371	313	R_EX_cpd11416_c0	0.974696	0.013885	0.018811
MGYG000002789__gradient_L4_xos_gapseq	1192	1371	313	R_EX_cpd11416_c0	0.974696	0.013885	0.018093
MGYG000002789__gradient_L5_pectin_gapseq	1192	1371	313	R_EX_cpd11416_c0	1.007325	0.013885	0.017585
MGYG000002789__gradient_L6_resistant_starch_gapseq	1192	1371	313	R_EX_cpd11416_c0	1.501876	0.013885	0.018323
MGYG000002789__gradient_L7_bglucan_gapseq	1192	1371	313	R_EX_cpd11416_c0	1.659129	0.013885	0.018483
MGYG000002789__gradient_L8_hmo_gapseq	1192	1371	313	R_EX_cpd11416_c0	1.659129	0.013885	0.018368
MGYG000002789__gradient_L9_mos_gapseq	1192	1371	313	R_EX_cpd11416_c0	1.768523	0.013885	0.017880
MGYG000002792__gradient_L0_base_gapseq	1138	1151	246	R_EX_cpd11416_c0	0.019202	0.012239	0.013959
MGYG000002792__gradient_L1_inulin_gapseq	1138	1151	246	R_EX_cpd11416_c0	0.079262	0.012239	0.014420
MGYG000002792__gradient_L2_fos_gapseq	1138	1151	246	R_EX_cpd11416_c0	0.079262	0.012239	0.014503
MGYG000002792__gradient_L3_gos_gapseq	1138	1151	246	R_EX_cpd11416_c0	0.079262	0.012239	0.014445
MGYG000002792__gradient_L4_xos_gapseq	1138	1151	246	R_EX_cpd11416_c0	0.079262	0.012239	0.014407
MGYG000002792__gradient_L5_pectin_gapseq	1138	1151	246	R_EX_cpd11416_c0	0.079262	0.012239	0.014372
