model_id	n_metabolites	n_reactions	n_genes	biomass_rxn	growth_rate	load_time_s	pfba_time_s
MGYG000002031__gradient_L8_hmo_gapseq	990	1107	251	bio1	0.994383	0.984273	2.982821
MGYG000002031__gradient_L9_mos_gapseq	990	1107	251	bio1	0.994383	0.861757	2.995335
MGYG000002034__gradient_L0_base_gapseq	1248	1295	280	bio1	0.000000	1.084792	0.048035
MGYG000002034__gradient_L1_inulin_gapseq	1248	1295	280	bio1	0.198184	1.141911	4.150629
MGYG000002034__gradient_L2_fos_gapseq	1248	1295	280	bio1	0.198184	1.061420	4.235908
MGYG000002034__gradient_L3_gos_gapseq	1248	1295	280	bio1	0.198184	1.059378	4.297287
MGYG000002034__gradient_L4_xos_gapseq	1248	1295	280	bio1	0.198184	1.160517	4.145229
MGYG000002034__gradient_L5_pectin_gapseq	1248	1295	280	bio1	0.198184	1.091435	4.248867
MGYG000002034__gradient_L6_resistant_starch_gapseq	1248	1295	280	bio1	0.198184	1.062901	4.240808
MGYG000002034__gradient_L7_bglucan_gapseq	1248	1295	280	bio1	0.198184	1.128157	4.157918
MGYG000002034__gradient_L8_hmo_gapseq	1248	1295	280	bio1	0.198184	1.058679	4.238757
MGYG000002034__gradient_L9_mos_gapseq	1248	1295	280	bio1	0.198184	1.053648	4.137852
MGYG000002038__gradient_L0_base_gapseq	1042	1130	272	bio1	0.000000	0.891369	0.038324
MGYG000002038__gradient_L1_inulin_gapseq	1042	1130	272	bio1	0.000000	0.986541	0.039375
MGYG000002038__gradient_L2_fos_gapseq	1042	1130	272	bio1	0.000000	0.900135	0.039399
MGYG000002038__gradient_L3_gos_gapseq	1042	1130	272	bio1	0.000000	0.892430	0.139336
MGYG000002038__gradient_L4_xos_gapseq	1042	1130	272	bio1	0.599247	0.907603	3.146487
MGYG000002038__gradient_L5_pectin_gapseq	1042	1130	272	bio1	0.599247	0.894365	3.362412
MGYG000002038__gradient_L6_resistant_starch_gapseq	1042	1130	272	bio1	1.020846	0.915328	3.278953
MGYG000002038__gradient_L7_bglucan_gapseq	1042	1130	272	bio1	1.020846	0.891019	3.234230
MGYG000002038__gradient_L8_hmo_gapseq	1042	1130	272	bio1	1.020846	0.915687	3.129012
MGYG000002038__gradient_L9_mos_gapseq	1042	1130	272	bio1	1.020846	0.887836	3.259404
MGYG000002050__gradient_L0_base_gapseq	1200	1301	322	bio1	0.712898	1.158161	4.122062
MGYG000002050__gradient_L1_inulin_gapseq	1200	1301	322	bio1	1.012724	1.043726	4.117193
MGYG000002050__gradient_L2_fos_gapseq	1200	1301	322	bio1	1.012724	1.279338	4.263484
MGYG000002050__gradient_L3_gos_gapseq	1200	1301	322	bio1	1.316544	1.044519	4.229972
MGYG000002050__gradient_L4_xos_gapseq	1200	1301	322	bio1	1.316544	1.043734	4.115174
MGYG000002050__gradient_L5_pectin_gapseq	1200	1301	322	bio1	1.316544	1.214019	4.144901
MGYG000002050__gradient_L6_resistant_starch_gapseq	1200	1301	322	bio1	1.954107	1.052211	4.221916
MGYG000002050__gradient_L7_bglucan_gapseq	1200	1301	322	bio1	1.954107	1.038862	4.139013
MGYG000002050__gradient_L8_hmo_gapseq	1200	1301	322	bio1	1.954107	1.123987	4.117980
MGYG000002050__gradient_L9_mos_gapseq	1200	1301	322	bio1	2.101413	1.071368	4.275751
MGYG000002054__gradient_L0_base_gapseq	1157	1263	309	bio1	0.404680	1.007745	3.988167
MGYG000002054__gradient_L1_inulin_gapseq	1157	1263	309	bio1	0.501035	1.036568	4.000943
MGYG000002054__gradient_L2_fos_gapseq	1157	1263	309	bio1	0.501035	1.210137	3.948160
MGYG000002054__gradient_L3_gos_gapseq	1157	1263	309	bio1	0.674473	1.022198	3.980297
MGYG000002054__gradient_L4_xos_gapseq	1157	1263	309	bio1	0.703380	1.123560	4.007818
MGYG000002054__gradient_L5_pectin_gapseq	1157	1263	309	bio1	0.703380	1.017770	4.011440
MGYG000002054__gradient_L6_resistant_starch_gapseq	1157	1263	309	bio1	1.108272	1.015072	3.911396
MGYG000002054__gradient_L7_bglucan_gapseq	1157	1263	309	bio1	1.108272	1.089756	3.917407
MGYG000002054__gradient_L8_hmo_gapseq	1157	1263	309	bio1	1.108272	1.023416	3.897158
MGYG000002054__gradient_L9_mos_gapseq	1157	1263	309	bio1	1.202795	1.114387	3.946173
MGYG000002069__gradient_L0_base_gapseq	1101	1209	285	bio1	0.150884	1.047713	3.549522
MGYG000002069__gradient_L1_inulin_gapseq	1101	1209	285	bio1	0.241176	1.010957	3.642325
MGYG000002069__gradient_L2_fos_gapseq	1101	1209	285	bio1	0.241176	0.961471	3.568464
MGYG000002069__gradient_L3_gos_gapseq	1101	1209	285	bio1	0.269275	1.030352	3.568238
MGYG000002069__gradient_L4_xos_gapseq	1101	1209	285	bio1	0.269275	0.962983	3.548954
MGYG000002069__gradient_L5_pectin_gapseq	1101	1209	285	bio1	0.269275	1.058900	3.567029
MGYG000002069__gradient_L6_resistant_starch_gapseq	1101	1209	285	bio1	0.543243	0.954882	3.661367
MGYG000002069__gradient_L7_bglucan_gapseq	1101	1209	285	bio1	0.543243	0.976284	3.589403
MGYG000002069__gradient_L8_hmo_gapseq	1101	1209	285	bio1	0.543243	1.040873	3.565028
MGYG000002069__gradient_L9_mos_gapseq	1101	1209	285	bio1	0.580709	0.972875	3.556720
MGYG000002080__gradient_L0_base_gapseq	1400	1633	409	bio1	0.000000	1.295343	0.082484
MGYG000002080__gradient_L1_inulin_gapseq	1400	1633	409	bio1	0.000000	1.425582	0.078802
MGYG000002080__gradient_L2_fos_gapseq	1400	1633	409	bio1	0.000000	1.289894	0.167855
MGYG000002080__gradient_L3_gos_gapseq	1400	1633	409	bio1	0.804550	1.308355	6.352852
MGYG000002080__gradient_L4_xos_gapseq	1400	1633	409	bio1	0.818382	1.413224	6.355670
MGYG000002080__gradient_L5_pectin_gapseq	1400	1633	409	bio1	0.818382	1.408660	6.387185
MGYG000002080__gradient_L6_resistant_starch_gapseq	1400	1633	409	bio1	1.266019	1.303914	6.446658
MGYG000002080__gradient_L7_bglucan_gapseq	1400	1633	409	bio1	1.408757	1.293117	6.445304
MGYG000002080__gradient_L8_hmo_gapseq	1400	1633	409	bio1	1.408757	1.292949	6.447803
MGYG000002080__gradient_L9_mos_gapseq	1400	1633	409	bio1	1.499779	1.410108	6.359337
MGYG000002082__gradient_L0_base_gapseq	1226	1352	318	bio1	0.391991	1.067624	4.545470
MGYG000002082__gradient_L1_inulin_gapseq	1226	1352	318	bio1	0.499353	1.178917	4.564489
MGYG000002082__gradient_L2_fos_gapseq	1226	1352	318	bio1	0.499353	1.084993	4.627467
MGYG000002082__gradient_L3_gos_gapseq	1226	1352	318	bio1	0.574256	1.082610	4.557349
MGYG000002082__gradient_L4_xos_gapseq	1226	1352	318	bio1	0.574256	1.161910	4.548216
MGYG000002082__gradient_L5_pectin_gapseq	1226	1352	318	bio1	0.574256	1.082779	4.654691
MGYG000002082__gradient_L6_resistant_starch_gapseq	1226	1352	318	bio1	0.814921	1.089608	4.553008
MGYG000002082__gradient_L7_bglucan_gapseq	1226	1352	318	bio1	0.814921	1.175449	4.541745
MGYG000002082__gradient_L8_hmo_gapseq	1226	1352	318	bio1	0.814921	1.228810	4.707560
MGYG000002082__gradient_L9_mos_gapseq	1226	1352	318	bio1	0.909680	1.094773	4.583391
MGYG000002101__gradient_L0_base_gapseq	1337	1453	382	bio1	0.271843	1.323647	5.064284
MGYG000002101__gradient_L1_inulin_gapseq	1337	1453	382	bio1	0.376611	1.311933	5.049133
MGYG000002101__gradient_L2_fos_gapseq	1337	1453	382	bio1	0.376611	1.206917	5.172943
MGYG000002101__gradient_L3_gos_gapseq	1337	1453	382	bio1	0.376611	1.227716	5.042372
MGYG000002101__gradient_L4_xos_gapseq	1337	1453	382	bio1	0.376611	1.310990	5.033404
MGYG000002101__gradient_L5_pectin_gapseq	1337	1453	382	bio1	0.376611	1.302011	5.061783
MGYG000002101__gradient_L6_resistant_starch_gapseq	1337	1453	382	bio1	0.376611	1.222183	5.233844
MGYG000002101__gradient_L7_bglucan_gapseq	1337	1453	382	bio1	0.376611	1.213281	5.102976
MGYG000002101__gradient_L8_hmo_gapseq	1337	1453	382	bio1	0.376611	1.300193	5.012479
MGYG000002101__gradient_L9_mos_gapseq	1337	1453	382	bio1	0.376611	1.302601	5.025026
MGYG000002104__gradient_L0_base_gapseq	1185	1310	309	bio1	0.428771	1.168999	4.215801
MGYG000002104__gradient_L1_inulin_gapseq	1185	1310	309	bio1	0.615197	1.045365	4.323987
MGYG000002104__gradient_L2_fos_gapseq	1185	1310	309	bio1	0.615197	1.053362	4.209245
MGYG000002104__gradient_L3_gos_gapseq	1185	1310	309	bio1	0.664134	1.177603	4.191196
MGYG000002104__gradient_L4_xos_gapseq	1185	1310	309	bio1	0.664134	1.053315	4.208441
MGYG000002104__gradient_L5_pectin_gapseq	1185	1310	309	bio1	0.664134	1.141011	4.215766
MGYG000002104__gradient_L6_resistant_starch_gapseq	1185	1310	309	bio1	1.056790	1.134140	4.236837
MGYG000002104__gradient_L7_bglucan_gapseq	1185	1310	309	bio1	1.056790	1.062787	4.398544
MGYG000002104__gradient_L8_hmo_gapseq	1185	1310	309	bio1	1.056790	1.162484	4.262116
MGYG000002104__gradient_L9_mos_gapseq	1185	1310	309	bio1	1.148288	1.059593	4.323655
MGYG000002115__gradient_L0_base_gapseq	1120	1213	288	bio1	0.000000	1.048043	0.047107
MGYG000002115__gradient_L1_inulin_gapseq	1120	1213	288	bio1	0.000000	0.957339	0.051302
MGYG000002115__gradient_L2_fos_gapseq	1120	1213	288	bio1	0.000000	0.966767	0.055482
MGYG000002115__gradient_L3_gos_gapseq	1120	1213	288	bio1	0.000000	1.044754	0.053634
MGYG000002115__gradient_L4_xos_gapseq	1120	1213	288	bio1	0.000000	0.971171	0.048666
MGYG000002115__gradient_L5_pectin_gapseq	1120	1213	288	bio1	0.000000	1.064863	0.054332
MGYG000002115__gradient_L6_resistant_starch_gapseq	1120	1213	288	bio1	0.000000	0.950965	0.060222
MGYG000002115__gradient_L7_bglucan_gapseq	1120	1213	288	bio1	0.000000	0.960316	0.048989
MGYG000002115__gradient_L8_hmo_gapseq	1120	1213	288	bio1	0.000000	1.063273	0.049257
MGYG000002115__gradient_L9_mos_gapseq	1120	1213	288	bio1	0.000000	0.955280	0.056129
MGYG000002121__gradient_L0_base_gapseq	1428	1581	399	bio1	0.489738	1.342049	5.985093
MGYG000002121__gradient_L1_inulin_gapseq	1428	1581	399	bio1	0.651569	1.389648	5.968585
MGYG000002121__gradient_L2_fos_gapseq	1428	1581	399	bio1	0.651569	1.453777	6.126513
MGYG000002121__gradient_L3_gos_gapseq	1428	1581	399	bio1	0.651569	1.332688	6.088996
MGYG000002121__gradient_L4_xos_gapseq	1428	1581	399	bio1	0.651569	1.311202	6.069547
MGYG000002121__gradient_L5_pectin_gapseq	1428	1581	399	bio1	0.651569	1.313679	5.966276
MGYG000002121__gradient_L6_resistant_starch_gapseq	1428	1581	399	bio1	1.237322	1.393887	5.988116
MGYG000002121__gradient_L7_bglucan_gapseq	1428	1581	399	bio1	1.237322	1.420200	5.998080
MGYG000002121__gradient_L8_hmo_gapseq	1428	1581	399	bio1	1.237322	1.292784	6.072942
MGYG000002121__gradient_L9_mos_gapseq	1428	1581	399	bio1	1.237322	1.304181	5.991903
MGYG000002131__gradient_L0_base_gapseq	1253	1402	333	bio1	0.139527	1.225058	4.805633
MGYG000002131__gradient_L1_inulin_gapseq	1253	1402	333	bio1	0.139527	1.127278	4.812655
MGYG000002131__gradient_L2_fos_gapseq	1253	1402	333	bio1	0.139527	1.223989	4.886552
MGYG000002131__gradient_L3_gos_gapseq	1253	1402	333	bio1	0.348833	1.213334	4.961443
MGYG000002131__gradient_L4_xos_gapseq	1253	1402	333	bio1	0.389344	1.155607	4.931544
MGYG000002131__gradient_L5_pectin_gapseq	1253	1402	333	bio1	0.389344	1.133797	4.846951
MGYG000002131__gradient_L6_resistant_starch_gapseq	1253	1402	333	bio1	0.814707	1.216986	4.828867
MGYG000002131__gradient_L7_bglucan_gapseq	1253	1402	333	bio1	0.969999	1.125056	4.951157
MGYG000002131__gradient_L8_hmo_gapseq	1253	1402	333	bio1	0.969999	1.121465	4.812219
MGYG000002131__gradient_L9_mos_gapseq	1253	1402	333	bio1	1.041472	1.219271	4.854681
MGYG000002139__gradient_L0_base_gapseq	825	765	103	bio1	0.000000	0.603890	0.020997
MGYG000002139__gradient_L1_inulin_gapseq	825	765	103	bio1	0.193947	0.730102	1.589274
MGYG000002139__gradient_L2_fos_gapseq	825	765	103	bio1	0.193947	0.612053	1.598992
MGYG000002139__gradient_L3_gos_gapseq	825	765	103	bio1	0.193947	0.606078	1.750672
MGYG000002139__gradient_L4_xos_gapseq	825	765	103	bio1	0.193947	0.624907	1.579433
MGYG000002139__gradient_L5_pectin_gapseq	825	765	103	bio1	0.193947	0.603957	1.581551
MGYG000002139__gradient_L6_resistant_starch_gapseq	825	765	103	bio1	0.193947	0.601735	1.659369
MGYG000002139__gradient_L7_bglucan_gapseq	825	765	103	bio1	0.193947	0.608167	1.583982
MGYG000002139__gradient_L8_hmo_gapseq	825	765	103	bio1	0.193947	0.631257	1.686982
MGYG000002139__gradient_L9_mos_gapseq	825	765	103	bio1	0.193947	0.615302	1.664714
MGYG000002142__gradient_L0_base_gapseq	1134	1269	302	bio1	0.624675	1.131534	3.865692
MGYG000002142__gradient_L1_inulin_gapseq	1134	1269	302	bio1	0.912300	1.004136	4.108600
MGYG000002142__gradient_L2_fos_gapseq	1134	1269	302	bio1	0.912300	1.033310	3.904899
MGYG000002142__gradient_L3_gos_gapseq	1134	1269	302	bio1	1.205104	1.108216	3.863523
MGYG000002142__gradient_L4_xos_gapseq	1134	1269	302	bio1	1.205104	1.002614	3.923976
MGYG000002142__gradient_L5_pectin_gapseq	1134	1269	302	bio1	1.205104	1.100668	3.871875
MGYG000002142__gradient_L6_resistant_starch_gapseq	1134	1269	302	bio1	1.816489	1.023114	3.989728
MGYG000002142__gradient_L7_bglucan_gapseq	1134	1269	302	bio1	1.816489	1.013362	3.883917
MGYG000002142__gradient_L8_hmo_gapseq	1134	1269	302	bio1	1.816489	1.105971	3.919408
MGYG000002142__gradient_L9_mos_gapseq	1134	1269	302	bio1	1.957748	1.011554	3.981509
MGYG000002152__gradient_L0_base_gapseq	1301	1438	384	bio1	0.000000	1.159306	0.064391
MGYG000002152__gradient_L1_inulin_gapseq	1301	1438	384	bio1	0.000000	1.199279	0.123297
MGYG000002152__gradient_L2_fos_gapseq	1301	1438	384	bio1	0.000000	1.158094	0.060687
MGYG000002152__gradient_L3_gos_gapseq	1301	1438	384	bio1	0.000000	1.163301	0.064667
MGYG000002152__gradient_L4_xos_gapseq	1301	1438	384	bio1	0.000000	1.260607	0.059017
MGYG000002152__gradient_L5_pectin_gapseq	1301	1438	384	bio1	0.000000	1.167494	0.065167
MGYG000002152__gradient_L6_resistant_starch_gapseq	1301	1438	384	bio1	0.000000	1.235081	0.064889
MGYG000002152__gradient_L7_bglucan_gapseq	1301	1438	384	bio1	0.000000	1.148720	0.065227
MGYG000002152__gradient_L8_hmo_gapseq	1301	1438	384	bio1	0.000000	1.270781	0.064255
MGYG000002152__gradient_L9_mos_gapseq	1301	1438	384	bio1	0.000000	1.161041	0.065472
MGYG000002154__gradient_L0_base_gapseq	1167	1282	355	bio1	0.412444	1.132645	4.114123
MGYG000002154__gradient_L1_inulin_gapseq	1167	1282	355	bio1	0.681884	1.038599	4.082334
MGYG000002154__gradient_L2_fos_gapseq	1167	1282	355	bio1	0.681884	1.107898	4.108461
MGYG000002154__gradient_L3_gos_gapseq	1167	1282	355	bio1	0.910930	1.022418	4.180157
MGYG000002154__gradient_L4_xos_gapseq	1167	1282	355	bio1	0.966139	1.040307	4.083276
MGYG000002154__gradient_L5_pectin_gapseq	1167	1282	355	bio1	0.966139	1.119761	4.084515
MGYG000002154__gradient_L6_resistant_starch_gapseq	1167	1282	355	bio1	1.333654	1.033916	4.181741
MGYG000002154__gradient_L7_bglucan_gapseq	1167	1282	355	bio1	1.333654	1.036923	4.096313
MGYG000002154__gradient_L8_hmo_gapseq	1167	1282	355	bio1	1.333654	1.101233	4.077074
MGYG000002154__gradient_L9_mos_gapseq	1167	1282	355	bio1	1.333654	1.024668	4.231232
MGYG000002155__gradient_L0_base_gapseq	1072	1159	295	bio1	0.228945	1.011948	3.465409
MGYG000002155__gradient_L1_inulin_gapseq	1072	1159	295	bio1	0.419788	0.955367	3.436700
MGYG000002155__gradient_L2_fos_gapseq	1072	1159	295	bio1	0.419788	1.018272	3.448378
MGYG000002155__gradient_L3_gos_gapseq	1072	1159	295	bio1	0.525842	0.943264	3.550579
MGYG000002155__gradient_L4_xos_gapseq	1072	1159	295	bio1	0.525842	0.965479	3.430041
MGYG000002155__gradient_L5_pectin_gapseq	1072	1159	295	bio1	0.525842	0.955985	3.534671
MGYG000002155__gradient_L6_resistant_starch_gapseq	1072	1159	295	bio1	1.256927	0.939838	3.458957
MGYG000002155__gradient_L7_bglucan_gapseq	1072	1159	295	bio1	1.510919	1.039059	3.469162
MGYG000002155__gradient_L8_hmo_gapseq	1072	1159	295	bio1	1.688931	0.931834	3.450565
MGYG000002155__gradient_L9_mos_gapseq	1072	1159	295	bio1	1.688931	1.032587	3.476476
MGYG000002156__gradient_L0_base_gapseq	1109	1199	256	bio1	0.000000	0.942745	0.052382
MGYG000002156__gradient_L1_inulin_gapseq	1109	1199	256	bio1	0.000000	0.971503	0.051636
MGYG000002156__gradient_L2_fos_gapseq	1109	1199	256	bio1	0.000000	1.049665	0.047696
MGYG000002156__gradient_L3_gos_gapseq	1109	1199	256	bio1	0.000000	0.962454	0.054561
MGYG000002156__gradient_L4_xos_gapseq	1109	1199	256	bio1	0.000000	1.051122	0.052089
MGYG000002156__gradient_L5_pectin_gapseq	1109	1199	256	bio1	0.000000	0.971451	0.052599
MGYG000002156__gradient_L6_resistant_starch_gapseq	1109	1199	256	bio1	0.000000	0.971824	0.057928
MGYG000002156__gradient_L7_bglucan_gapseq	1109	1199	256	bio1	0.000000	1.077556	0.053068
MGYG000002156__gradient_L8_hmo_gapseq	1109	1199	256	bio1	0.000000	0.969800	0.052678
MGYG000002156__gradient_L9_mos_gapseq	1109	1199	256	bio1	0.000000	1.077735	0.055702
MGYG000002158__gradient_L0_base_gapseq	1354	1464	412	bio1	0.492985	1.341880	5.338258
MGYG000002158__gradient_L1_inulin_gapseq	1354	1464	412	bio1	0.681569	1.338671	5.296308
MGYG000002158__gradient_L2_fos_gapseq	1354	1464	412	bio1	0.681569	1.206823	5.446914
MGYG000002158__gradient_L3_gos_gapseq	1354	1464	412	bio1	0.681569	1.213900	5.294066
MGYG000002158__gradient_L4_xos_gapseq	1354	1464	412	bio1	0.681569	1.289562	5.320009
MGYG000002158__gradient_L5_pectin_gapseq	1354	1464	412	bio1	0.681569	1.295613	5.326462
MGYG000002158__gradient_L6_resistant_starch_gapseq	1354	1464	412	bio1	0.681569	1.239058	5.582844
MGYG000002158__gradient_L7_bglucan_gapseq	1354	1464	412	bio1	0.681569	1.205391	5.340186
MGYG000002158__gradient_L8_hmo_gapseq	1354	1464	412	bio1	0.681569	1.317527	5.267394
MGYG000002158__gradient_L9_mos_gapseq	1354	1464	412	bio1	0.681569	1.316321	5.295943
MGYG000002159__gradient_L0_base_gapseq	1230	1381	306	bio1	0.277943	1.134108	4.610918
MGYG000002159__gradient_L1_inulin_gapseq	1230	1381	306	bio1	0.441693	1.215763	4.622060
MGYG000002159__gradient_L2_fos_gapseq	1230	1381	306	bio1	0.441693	1.217698	4.617780
MGYG000002159__gradient_L3_gos_gapseq	1230	1381	306	bio1	0.735403	1.108623	4.723220
MGYG000002159__gradient_L4_xos_gapseq	1230	1381	306	bio1	0.735403	1.114588	4.603135
MGYG000002159__gradient_L5_pectin_gapseq	1230	1381	306	bio1	0.735403	1.191546	4.617504
MGYG000002159__gradient_L6_resistant_starch_gapseq	1230	1381	306	bio1	1.349807	1.119972	4.892502
MGYG000002159__gradient_L7_bglucan_gapseq	1230	1381	306	bio1	1.349807	1.113788	4.644739
MGYG000002159__gradient_L8_hmo_gapseq	1230	1381	306	bio1	1.349807	1.209457	4.603137
MGYG000002159__gradient_L9_mos_gapseq	1230	1381	306	bio1	1.349807	1.128863	4.697667
MGYG000002175__gradient_L0_base_gapseq	656	617	82	bio1	0.000000	0.469697	0.012061
MGYG000002175__gradient_L1_inulin_gapseq	656	617	82	bio1	0.000000	0.483196	0.017661
MGYG000002175__gradient_L2_fos_gapseq	656	617	82	bio1	0.000000	0.483496	0.014699
MGYG000002175__gradient_L3_gos_gapseq	656	617	82	bio1	0.000000	0.482642	0.012812
MGYG000002175__gradient_L4_xos_gapseq	656	617	82	bio1	0.000000	0.603751	0.011672
MGYG000002175__gradient_L5_pectin_gapseq	656	617	82	bio1	0.000000	0.475637	0.012396
MGYG000002175__gradient_L6_resistant_starch_gapseq	656	617	82	bio1	0.000000	0.487078	0.011694
MGYG000002175__gradient_L7_bglucan_gapseq	656	617	82	bio1	0.000000	0.491451	0.016408
MGYG000002175__gradient_L8_hmo_gapseq	656	617	82	bio1	0.000000	0.466441	0.011656
MGYG000002175__gradient_L9_mos_gapseq	656	617	82	bio1	0.000000	0.474243	0.016011
MGYG000002180__gradient_L0_base_gapseq	842	777	116	bio1	0.000000	0.755673	0.030306
MGYG000002180__gradient_L1_inulin_gapseq	842	777	116	bio1	0.000000	0.631256	0.027064
MGYG000002180__gradient_L2_fos_gapseq	842	777	116	bio1	0.000000	0.636910	0.024196
MGYG000002180__gradient_L3_gos_gapseq	842	777	116	bio1	0.000000	0.624885	0.024217
MGYG000002180__gradient_L4_xos_gapseq	842	777	116	bio1	0.000000	0.753536	0.022877
MGYG000002180__gradient_L5_pectin_gapseq	842	777	116	bio1	0.000000	0.635845	0.027879
MGYG000002180__gradient_L6_resistant_starch_gapseq	842	777	116	bio1	0.000000	0.620983	0.022369
MGYG000002180__gradient_L7_bglucan_gapseq	842	777	116	bio1	0.000000	0.625225	0.027980
MGYG000002180__gradient_L8_hmo_gapseq	842	777	116	bio1	0.000000	0.768818	0.028614
MGYG000002180__gradient_L9_mos_gapseq	842	777	116	bio1	0.000000	0.633354	0.026950
MGYG000002187__gradient_L0_base_gapseq	1166	1324	328	bio1	0.730744	1.059241	4.328015
MGYG000002187__gradient_L1_inulin_gapseq	1166	1324	328	bio1	1.024688	1.298627	4.317848
MGYG000002187__gradient_L2_fos_gapseq	1166	1324	328	bio1	1.024688	1.143060	4.366977
MGYG000002187__gradient_L3_gos_gapseq	1166	1324	328	bio1	1.318094	1.072628	4.337374
MGYG000002187__gradient_L4_xos_gapseq	1166	1324	328	bio1	1.318094	1.314386	4.357305
MGYG000002187__gradient_L5_pectin_gapseq	1166	1324	328	bio1	1.318094	1.072710	4.416597
MGYG000002187__gradient_L6_resistant_starch_gapseq	1166	1324	328	bio1	1.933802	1.085626	4.337612
MGYG000002187__gradient_L7_bglucan_gapseq	1166	1324	328	bio1	1.933802	1.163300	4.318599
MGYG000002187__gradient_L8_hmo_gapseq	1166	1324	328	bio1	1.933802	1.063748	4.451838
MGYG000002187__gradient_L9_mos_gapseq	1166	1324	328	bio1	2.076060	1.054268	4.339289
MGYG000002190__gradient_L0_base_gapseq	1308	1549	409	bio1	0.000000	1.342328	0.076349
MGYG000002190__gradient_L1_inulin_gapseq	1308	1549	409	bio1	0.000000	1.253167	0.076053
MGYG000002190__gradient_L2_fos_gapseq	1308	1549	409	bio1	0.000000	1.338260	0.075887
MGYG000002190__gradient_L3_gos_gapseq	1308	1549	409	bio1	0.000000	1.258219	0.076529
MGYG000002190__gradient_L4_xos_gapseq	1308	1549	409	bio1	0.000000	1.361087	0.076049
MGYG000002190__gradient_L5_pectin_gapseq	1308	1549	409	bio1	0.000000	1.246770	0.076521
MGYG000002190__gradient_L6_resistant_starch_gapseq	1308	1549	409	bio1	0.000000	1.371894	0.077732
MGYG000002190__gradient_L7_bglucan_gapseq	1308	1549	409	bio1	0.000000	1.244579	0.075210
MGYG000002190__gradient_L8_hmo_gapseq	1308	1549	409	bio1	0.000000	1.388541	0.080638
MGYG000002190__gradient_L9_mos_gapseq	1308	1549	409	bio1	0.000000	1.275370	0.074854
MGYG000002194__gradient_L0_base_gapseq	1226	1384	310	bio1	0.000000	1.113440	0.062280
MGYG000002194__gradient_L1_inulin_gapseq	1226	1384	310	bio1	0.000000	1.104105	0.062870
MGYG000002194__gradient_L2_fos_gapseq	1226	1384	310	bio1	0.000000	1.193829	0.058721
MGYG000002194__gradient_L3_gos_gapseq	1226	1384	310	bio1	0.000000	1.119177	0.059274
MGYG000002194__gradient_L4_xos_gapseq	1226	1384	310	bio1	1.095426	1.209375	4.642562
MGYG000002194__gradient_L5_pectin_gapseq	1226	1384	310	bio1	1.095426	1.159827	4.837859
MGYG000002194__gradient_L6_resistant_starch_gapseq	1226	1384	310	bio1	1.837771	1.176025	4.629144
MGYG000002194__gradient_L7_bglucan_gapseq	1226	1384	310	bio1	1.837771	1.241912	4.632120
MGYG000002194__gradient_L8_hmo_gapseq	1226	1384	310	bio1	1.837771	1.210459	4.611723
MGYG000002194__gradient_L9_mos_gapseq	1226	1384	310	bio1	1.837771	1.121522	4.769370
MGYG000002198__gradient_L0_base_gapseq	1095	1215	289	bio1	0.341677	1.083726	3.683048
MGYG000002198__gradient_L1_inulin_gapseq	1095	1215	289	bio1	0.497877	0.976607	3.849336
MGYG000002198__gradient_L2_fos_gapseq	1095	1215	289	bio1	0.497877	0.995556	3.660499
MGYG000002198__gradient_L3_gos_gapseq	1095	1215	289	bio1	0.644314	1.091497	3.614728
MGYG000002198__gradient_L4_xos_gapseq	1095	1215	289	bio1	0.644314	0.971581	3.610347
MGYG000002198__gradient_L5_pectin_gapseq	1095	1215	289	bio1	0.644314	1.080173	3.616168
MGYG000002198__gradient_L6_resistant_starch_gapseq	1095	1215	289	bio1	0.968916	0.999496	3.744142
MGYG000002198__gradient_L7_bglucan_gapseq	1095	1215	289	bio1	0.968916	0.976276	3.672823
MGYG000002198__gradient_L8_hmo_gapseq	1095	1215	289	bio1	0.968916	1.069261	3.637777
MGYG000002198__gradient_L9_mos_gapseq	1095	1215	289	bio1	1.045510	0.981609	3.627517
MGYG000002203__gradient_L0_base_gapseq	1208	1362	349	bio1	0.000000	1.223499	0.064795
MGYG000002203__gradient_L1_inulin_gapseq	1208	1362	349	bio1	0.320379	1.099456	4.648178
MGYG000002203__gradient_L2_fos_gapseq	1208	1362	349	bio1	0.320379	1.239403	4.558644
MGYG000002203__gradient_L3_gos_gapseq	1208	1362	349	bio1	0.394835	1.091685	4.659292
MGYG000002203__gradient_L4_xos_gapseq	1208	1362	349	bio1	0.455754	1.087705	4.564558
MGYG000002203__gradient_L5_pectin_gapseq	1208	1362	349	bio1	0.455754	1.174704	4.517054
MGYG000002203__gradient_L6_resistant_starch_gapseq	1208	1362	349	bio1	0.710071	1.100331	4.627876
MGYG000002203__gradient_L7_bglucan_gapseq	1208	1362	349	bio1	0.854611	1.096186	4.546527
MGYG000002203__gradient_L8_hmo_gapseq	1208	1362	349	bio1	0.854611	1.192333	4.521231
MGYG000002203__gradient_L9_mos_gapseq	1208	1362	349	bio1	0.946382	1.093590	4.654495
MGYG000002205__gradient_L0_base_gapseq	1141	1225	243	bio1	0.000000	0.995873	0.052610
MGYG000002205__gradient_L1_inulin_gapseq	1141	1225	243	bio1	0.563751	1.087134	4.033840
MGYG000002205__gradient_L2_fos_gapseq	1141	1225	243	bio1	0.563751	0.998821	4.041230
